bbcid,summary,system,ans_factual,ans_contradict,self_verdict,uncertainty
38630833,a motorcyclist had to be airlifted to hospital after falling on rocks at a beach on anglesey.,TranS2S,no.,no,Unsupported,0.09374401089115084
40764446,"a kenyan police officer has been shot dead by a gunman who broke into his farm home, police say.",BERTS2S,no.,no,Unsupported,0.16324551245395838
37761972,a woman who lost her hair at the age of five has told newsbeat that she's going to go head-to-head.,TranS2S,no.,yes.,Contradicted,0.07832605286299588
36368433,zlatan ibrahimovic's shirt is worth more than £20m-and now manchester united's zlatan ibrahimovic could win the,TranS2S,no.,yes.,Contradicted,0.06647445768939386
38159550,"a woman jailed for two years for stealing more than £200, 000 from a dumfries and galloway pensioner has lodged an appeal against her",BERTS2S,no,yes.,Contradicted,0.06686509980661001
30280942,an 18th century museum in london is to reopen as part of an art collection campaign to save it from being sold at auction.,TranS2S,no.,yes,Contradicted,0.07459340914038882
34658160,work has begun on a new nuclear power station in north yorkshire.,TConvS2S,no.,yes,Contradicted,0.09374401089115084
40849656,league one side colchester united have signed coventry city goalkeeper gordon reid on a season-long loan deal.,BERTS2S,no.,yes,Contradicted,0.07173578051202015
38722314,liverpool have appointed former liverpool captain steven gerrard as their new manager.,TConvS2S,no,yes,Contradicted,0.06380312395616236
27493801,the northern ireland assembly has announced plans for a new planning application for northern ireland's planning applications.,TConvS2S,no.,no.,Unsupported,0.10747803799574933
26952321,"stephen paul copoc, a member of the family of stephen paul paul, travelled by car with friends and friends, who all survived.",BERTS2S,no.,yes.,Contradicted,0.0552170014962666
39405778,"construction work has started on a new # [UNK] power station in brighton, which would create a new power station in brighton.",PtGen,no.,no.,Unsupported,0.023471857585985273
24040346,tesco has confirmed it will buy a stake in the company to buy a stake in the company's business.,PtGen,no.,yes,Contradicted,0.0894511600870243
37970725,"children in the uk are being urged to avoid bullying in the past year, according to new figures.",PtGen,no.,no.,Unsupported,0.12763332812168127
35792564,alloa athletic came from behind to beat alloa athletic and move three points clear of the relegation zone at the top of scottish league one.,PtGen,no,no,Unsupported,0.07832605286299588
35864106,"a moroccan football club has been fined £7, 000 after fans threw flares and flares at the team's stadium in london's al",TranS2S,no,no,Unsupported,0.07229841121175634
37276607,glamorgan set up an unlikely one-day cup victory over gloucestershire after being set a target of 182 to spare in a rain-affected match.,BERTS2S,no.,no,Unsupported,0.05404335144262338
28783667,uruguay's luis suarez has been given a one-match ban for biting uruguay's giorgio chiellini.,TConvS2S,no.,no.,Unsupported,0.05597710562304024
37203942,you've been using your questions to tell us what you want to know about the west midlands.,TConvS2S,no.,no,Unsupported,0.0400832444953122
36964876,southampton city council has been told to pay hundreds of millions of pounds a day of applying for a licence because of a lack of funding.,PtGen,yes.,no,Entailed,0.07711171996831671
40122729,loch lomond has been described as the uk's best place to swim.,BERTS2S,no.,yes,Contradicted,0.04677062238395899
34737471,"the father of a 12-year-old boy who went missing in ohio has been arrested in ohio, authorities say.",TConvS2S,no.,yes,Contradicted,0.1722533255919494
39587051,tom latham won great britain's second gold of the track cycling world championships in hong kong.,BERTS2S,yes.,yes,Unsupported,0.05775400969745271
19577896,"the us population has fallen to its lowest level since records began, according to official figures.",BERTS2S,no.,no,Unsupported,0.06791807191298417
34832083,scots have been warned to change their accent in the way they use the country's national accent in scotland.,TranS2S,no.,yes.,Contradicted,0.07636234086119321
29450120,"the world's biggest economy in the world, norway, afghanistan and norway have been taking part in a global survey of global economic data.",PtGen,no,no,Unsupported,0.10417128640179152
34696683,hundreds of people have attended the opening of a church that was damaged during last year's floods.,BERTS2S,yes.,yes,Unsupported,0.1815807741749759
38595401,exeter city manager brian churcher says his side are ``making 70-plus tackles''in the premier league title race.,PtGen,no.,no,Unsupported,0.0317704473470111
38197928,barcelona boss luis enrique said his side's performance in their 2-1 win over real madrid at the nou camp was over.,TranS2S,no,no,Unsupported,0.026701197216817966
34793274,the united nations has announced a new flight to flight flight mh370.,TConvS2S,no.,yes.,Contradicted,0.015666196140128895
37263430,leeds united fought back from 2-0 down to beat huddersfield town in the first round of the efl cup.,PtGen,yes.,no.,Entailed,0.053832656382752
30802827,"vlogtarter has released details of its latest version of rocks, which will be released this month.",TranS2S,no.,yes.,Contradicted,0.01210589808622102
36886766,england's all-time leading wicket-taker james vaughan has been called up to england's world twenty20 squad for the first test against pakistan in sharjah.,PtGen,no.,no.,Unsupported,0.06582845251961858
38329461,the us says it is ready to resume peace talks with the syrian government and its allies in geneva on wednesday.,TranS2S,no.,yes.,Contradicted,0.043255754605187734
40138740,when rex tillerson announced on sunday he was standing down as president of the united states at the rose garden ceremony in new york on sunday night.,BERTS2S,no.,yes.,Contradicted,0.03265115658991408
40639020,"a texas police officer has been charged with the murder of a teenage boy who was shot dead by a police officer in the us state of dallas, according",BERTS2S,no.,yes,Contradicted,0.11045743896036428
27387425,"china says it has accused china of "" serious concerns "" over drilling drilling in disputed waters in the disputed south china sea.",TranS2S,no.,no.,Unsupported,0.03127789221520036
31078095,"russian sprinter elena chernova should be banned for two years for anabolic sterina chernova's doping use, says the country '",BERTS2S,no.,yes.,Contradicted,0.032971577549983595
39738747,a mother accused of murdering her six-year-old daughter has told a jury she was ``too scared''to kill her daughter.,TConvS2S,yes.,yes.,Unsupported,0.09920698290313727
37018844,novak djokovic lost to japan's gustavo [UNK] in the second round of the rogers cup in montreal. died.,PtGen,no.,no,Unsupported,0.014545570713870156
37576755,people in the uk are being encouraged to sign a virtual reality film for the first time.,TConvS2S,no.,no.,Unsupported,0.062325126181609763
26668081,the owners of a cat that crashed into a house in the scottish borders have said they are ``upset''by the scottish government.,PtGen,no.,yes.,Contradicted,0.06966463352242012
13569129,the angolan state of angola has passed a controversial law which would allow people to be banned from entering the country.,TConvS2S,no.,yes.,Contradicted,0.07187602637259796
35424211,st mirren have signed forward jeremy clarkson on loan from dundee until the end of the season.,TConvS2S,no.,yes.,Contradicted,0.14196873275398658
36469756,widnes vikings moved up to third in super league with a flynn victory over widnes vikings.,TConvS2S,no.,no.,Unsupported,0.022616795160668897
24040346,supermarket giant teca has agreed to sell its yuca & easy & easy & easy & easy & easy & easy & easy & easy & easy &,BERTS2S,no,yes,Contradicted,0.04350995027895625
29724093,france's olympic gold medallist chris froome has won the rio 2016 olympic games for the rio olympics.,TConvS2S,no.,yes,Contradicted,0.06647445768939386
38213922,manchester city have been charged by the football association for failing to control their players at the etihad stadium.,TConvS2S,no,yes,Contradicted,0.050177553184697174
36570567,manager chris coleman says wales are capable of reaching the last 16 of euro 2016 after their 1-0 defeat by england.,BERTS2S,yes.,yes.,Unsupported,0.046135531614435774
39255356,disney has said it is ``disappointed''that a new film about the disney film will be screened in malaysia.,TConvS2S,yes.,yes.,Unsupported,0.07300790909028257
39738747,a former soldier has told a court she believes the parents of three-year-old alice alice ingles should be jailed for four years.,TranS2S,yes.,yes.,Unsupported,0.055758871570083794
37471830,a woman has been conned out of a computer treatment after being rescued from a computer fault in stranraer.,PtGen,no.,yes,Contradicted,0.0529980584033558
32843295,the snp has taken control of the scottish parliament for the first time since the general election.,TConvS2S,no.,yes,Contradicted,0.1397677115624728
36686216,britain's chris jung won gold in the cross-country conditions at the cross-country horse trials in the cross-country dressage final in rio.,PtGen,no.,yes.,Contradicted,0.048349622005182585
30453069,pro-russian rebels in eastern ukraine are increasingly using their own forces to attack russian troops in the aftermath of the ukraine conflict.,BERTS2S,no.,no,Unsupported,0.05866350301188083
37207414,great britain's hopes of qualifying for the eurobasket finals suffered a setback with a 2-0 victory over hungary in the first round of qualifying,TranS2S,no.,yes.,Contradicted,0.07007402294627138
38693675,a man has been found guilty of murdering his mother and his mother to death in a ``savage accident''.,PtGen,yes.,no,Entailed,0.0710386453013026
40642906,castleford tigers have appointed former scotland international kevin duffy as their new head coach.,BERTS2S,no.,no,Unsupported,0.05207459208953552
37429966,the turkey co-founder bernard matthews has been given the green light by the unite union.,TranS2S,yes.,yes,Unsupported,0.042171289840777684
26625099,a british man and his wife have won one of the world's most successful men's athletics championships.,BERTS2S,no.,no,Unsupported,0.18588683814266255
33557471,the author of the crime novel novels has been awarded the freedom of the book awards for the year award.,PtGen,yes.,yes.,Unsupported,0.02572849233534768
39270960,the liberal democrats and lib dems have clashed in the house of lords during their latest round of campaigning.,BERTS2S,yes.,yes.,Unsupported,0.06570000679939665
34775703,a man has been taken to hospital after being hit by a car in the a96 area of glasgow.,PtGen,no.,no,Unsupported,0.16549271140230987
35013353,the belfast giants came from behind to beat nottingham panthers 5-2 in the first of a elite league campaign.,BERTS2S,no.,yes,Contradicted,0.041355623259213055
32282102,chris hart has won the prestigious comedic comedic award for the first time in the uk's history list.,PtGen,no.,yes.,Contradicted,0.047414455662160855
35773812,argos has reported a fall in sales as a result of a potential takeover by argos.,BERTS2S,no.,yes.,Contradicted,0.12664007768218774
36882573,two of the uk's longest-serving journalists are celebrating 100 years on the streets of fleet street.,BERTS2S,yes.,yes,Unsupported,0.08321496121711301
36987557,"a woman's body has been found in a park in somerset, prompting a police appeal to trace it.",PtGen,no.,no,Unsupported,0.09522026425641177
36686216,germany's alexander jung has won olympic gold in the dressage at rio 2016.,BERTS2S,no.,no,Unsupported,0.03969371167224909
18644660,"ben parkinson's disease is ``absolutely bouncing and buoyed''and ``bouncing''and ``bouncing and buoyed''by the brain, according to a charity.",PtGen,no.,yes.,Contradicted,0.06269138444220528
30453069,"ukrainian hackers have hacked the servers of more than 1, 000 ukrainian government troops in the eastern city of kiev, in what they claim to be a",TranS2S,no.,yes.,Contradicted,0.049592966983131634
37278170,"a pay rise in male and female workers has a ``popular theory'', a study has found.",PtGen,yes.,yes.,Unsupported,0.0766612146129411
36249926,the chief executive of barnet council has been sacked after the council said it was ``put up''by the council.,PtGen,no.,yes.,Contradicted,0.07924933558859634
33548633,"the bodies of a man and a woman have been found at a house in county durham, police have said.",PtGen,no.,no,Unsupported,0.19048094322187165
39206355,ireland reached the semi-finals of the intercontinental cup with a six-wicket victory over afghanistan in the intercontinental cup in dubai.,TConvS2S,no.,yes,Contradicted,0.12394831373381165
38345826,the house of lords has called for the uk to stay in the eu for the first time since brexit.,TConvS2S,yes.,no.,Entailed,0.07832605286299588
33055691,four british teenagers who were arrested in turkey on suspicion of terrorism offences have been released on bail.,BERTS2S,no,no,Unsupported,0.1394949941631072
40944669,west ham reached the efl cup fourth round for the first time in their history with a comfortable win at cheltenham town.,BERTS2S,no.,yes.,Contradicted,0.09882021153081355
34148931,australia's executive committee has said it is ``inhumane''and ``ruthlessly effective''the country's ``genocide''scandal.,PtGen,no.,yes.,Contradicted,0.03977131421191992
37201780,a man has been arrested on suspicion of murder after a man was found dead at a house in rotherham.,TConvS2S,no,no,Unsupported,0.2548226413322821
35933239,the fbi has said it will help the san bernardino killer to access iphones used by the san bernardino victims.,BERTS2S,no.,yes,Contradicted,0.08112867942327083
35970356,salford red devils have signed wolves winger jordan 23-year-old on a season-long loan deal.,TConvS2S,no.,yes,Contradicted,0.050177553184697174
36892561,ukip leadership candidate suzanne evans has announced she will not stand in the party's leadership contest.,TConvS2S,yes.,yes.,Unsupported,0.05414900801006408
36053198,the family of a man who died after being hit by a car in kinross have said they are ``devastated''by her death.,PtGen,no.,yes,Contradicted,0.1309155100903843
34768820,two teenagers have been arrested on suspicion of murder after a boy was stabbed to death in north london.,TConvS2S,no,yes,Contradicted,0.2815125851335893
35105472,"more than 1, 000 jobs are being lost at wales 'biggest steelworks, a charity has warned.",TranS2S,no.,yes.,Contradicted,0.026753398954296834
39405778,plans have been submitted for a glass tower on the edge of southampton seafront.,BERTS2S,no.,yes,Contradicted,0.04283539102391491
28160767,"a german national has been arrested in germany on suspicion of spying for the us, prosecutors say.",BERTS2S,no.,yes.,Contradicted,0.1213137638466268
12402158,"the last british man known as "" the imran "" has died aged 93, his family has announced.",TranS2S,yes.,yes.,Unsupported,0.021163680509403017
39328391,crawley town have signed right-back glenn groves from non-league side leway town.,TranS2S,no.,no,Unsupported,0.011871748821495196
34578307,a singapore museum has said it will return a bronze sculpture stolen from an indian temple more than 20 years ago.,BERTS2S,no.,yes,Contradicted,0.11827230720044336
34032798,a four-year-old boy is being treated in hospital after being hit by a car in north lanarkshire.,TranS2S,no.,no,Unsupported,0.21395443921315524
39600124,russia's state tv agency has warned that a report by russia's state-run chechen leader chechen chechnya will be investigated by,TranS2S,no.,yes.,Contradicted,0.025428746320412147
39206355,afghanistan beat ireland by 46 runs in the one-day twenty20 international in nagpur.,TranS2S,no.,yes,Contradicted,0.02921119873238083
25840979,bristol's mayor has announced it will sign a # [UNK] m upgrade to a new stadium stadium in bristol.,PtGen,no,no,Unsupported,0.03435204424010438
21326309,"three former royal navy frigates could be put up for sale in the future, the bbc understands.",BERTS2S,no.,yes.,Contradicted,0.04225373612899232
35083545,scotland's finance secretary john swinney has accused the uk government of failing to meet its budget targets for next year.,BERTS2S,no.,yes.,Contradicted,0.11485756310394325
35105472,the welsh government has called for the uk government to take action to protect the uk's steel industry.,TConvS2S,no.,yes.,Contradicted,0.10685012525145778
35733710,mohamed el bakhtaoui scored twice as ayr united came from behind to beat ayr united.,BERTS2S,yes,yes,Unsupported,0.07532542889919286
38921269,torquay united have signed former port vale striker james keatings on a two-and-a-half-year deal.,TranS2S,no.,no,Unsupported,0.09596708604499847
37207414,great britain's men lost their opening eurobasket finals warm-up warm-up match against the netherlands in amsterdam.,BERTS2S,no.,no.,Unsupported,0.05268843090256823
40883148,conor mcgregor's fight against ufc champion conor mcgregor in las vegas on 9 august will be discussed by the nevada authorities.,BERTS2S,yes.,yes.,Unsupported,0.05027565198668759
34279049,a new portrait of mozart music is being commissioned by the royal orchestra for the first time.,TranS2S,yes.,yes.,Unsupported,0.07621334121902747
27775709,a primary school in birmingham has been rated ``inadequate''by a senior ofsted inspector who has been rated ``inadequate''by ofsted.,PtGen,no.,yes,Contradicted,0.0400832444953122
36666227,defender ryan sweeney has signed a new two-year contract with league two side hartlepool united.,TranS2S,no.,yes,Contradicted,0.08240627022485114
37863033,"one of the most popular characters in the us has died, according to a new report.",TranS2S,no.,yes,Contradicted,0.13220024477706027
36664885,plans to reduce the number of public patrol patrols in dumfries and galloway have been approved by the authority.,BERTS2S,no.,no,Unsupported,0.0392312659239061
40917946,scotland's olympic gold medallist laura muir believes she will be able to compete at this year's world indoor championships.,PtGen,no.,yes.,Contradicted,0.14196873275398658
21267591,the leader of bahrain's main opposition party has said there needs to be dialogue between the kingdom's crown prince and government.,BERTS2S,no.,yes.,Contradicted,0.10768816117032609
37276607,nick selman's century led glamorgan to a nine-wicket victory over gloucestershire in cardiff.,TranS2S,no.,yes.,Contradicted,0.09843494803717008
13193011,knitwear brand hawick knitwear has made its new full-year profit for the first time in more than two years.,TranS2S,no,yes.,Contradicted,0.10116366531376725
35419902,wales coach warren gatland says he is disappointed that wales will face australia in the final of the world cup.,TConvS2S,no.,yes.,Contradicted,0.04393693362340741
22021705,three canadian fugitives have been arrested and charged with attempting to smuggle drugs into the us.,BERTS2S,no.,yes.,Contradicted,0.15038881328299955
38778996,sean guthrie scored his first goal of the season as colchester united came from behind to beat colchester and move into the league two play-off places.,PtGen,no.,yes.,Contradicted,0.0673895292841121
37618111,"the number of recorded homicide in scotland has fallen to its lowest level since records began last year, according to a new report.",PtGen,no.,yes.,Contradicted,0.18034373233909923
30280942,a collection of items worth up to # [UNK] has been put up for sale at a museum in staffordshire.,PtGen,no.,yes,Contradicted,0.04930323285161381
35820385,former snp leader alex salmond has been sworn in as the new leader of scotland.,TConvS2S,no.,yes.,Contradicted,0.09882021153081355
36362101,barnsley have signed striker dominic jackson on a two-year deal after he rejected a new deal at national league rivals wrexham.,TConvS2S,no.,no,Unsupported,0.07117752823912599
27838706,ed sheerin has been appointed aberdeen's manager on a two-year contract after agreeing a one-year deal with arbroath.,TranS2S,no.,yes,Contradicted,0.10478345674943497
29360284,plans to improve parking at a birmingham park are being investigated by councillors.,BERTS2S,no,no,Unsupported,0.11643866503524561
35864106,"at least 31 people have been arrested in morocco after fans clashed with supporters of the moroccan club raja fmrff on saturday, police say.",BERTS2S,no,no,Unsupported,0.06570000679939665
34775703,a man has been taken to hospital after being hit by a car in moray.,TConvS2S,no,no,Unsupported,0.20920238945240033
36914884,"a 12-year-old girl has died after being hit by a elephant at a zoo in rabat, rabat, texas.",PtGen,no,yes,Contradicted,0.14733607715823796
36957139,league one side nottingham forest have signed nottingham forest midfielder gary wilson on a season-long loan deal.,BERTS2S,no,yes,Contradicted,0.12155093632999794
29450120,"norway is one of the world's best-known and most vulnerable countries, according to a new report.",BERTS2S,no,yes.,Contradicted,0.17360432516870097
39856848,world heavyweight champion gordon adams has been knocked out of the olympic games in rio because of a bout.,PtGen,no,no,Unsupported,0.0673895292841121
35307918,former nfl star tom phillips has been jailed for three years for assaulting an american football player.,TranS2S,no.,yes.,Contradicted,0.11110655035318481
39006759,"care homes in wales are ``chemically coshed coshed''drugs, the health minister has told the bbc.",PtGen,yes.,yes,Unsupported,0.03239706327345691
21326309,bids for a new royal navy aircraft have been submitted to the public for the first time in the uk.,PtGen,no.,no.,Unsupported,0.06111964911865825
26327476,barcelona have agreed a deal to sign neymar in connection with the club's tax evasion scandal.,TranS2S,no.,yes,Contradicted,0.05843479568804885
35074007,it's been a busy year for many of the world's most famous characters.,TConvS2S,no.,no.,Unsupported,0.11689439308489846
39183253,police are investigating a suspicious fire at a house in county antrim.,TranS2S,no.,no,Unsupported,0.11110655035318481
39552691,"a man suspected of carrying out a suicide bomb attack at the swedish capital stockholm on sunday has been arrested, swedish police say.",TranS2S,no.,yes.,Contradicted,0.1051935676036418
28160767,"german prosecutors have arrested a man accused of spying on foreign intelligence about the us, us media report.",PtGen,no.,yes.,Contradicted,0.07229841121175634
31091373,tributes have been paid to a 16-year-old boy who has been missing for three days at the age of 10.,PtGen,no.,yes.,Contradicted,0.2000125828826258
34148931,australian prime minister tony abbott has called for a ban on migrants entering the mediterranean sea.,TConvS2S,no.,yes.,Contradicted,0.09653104379627267
40007645,"hungary's prime minister, viktor orban, has warned that a new european law on human rights should be lifted.",TranS2S,no.,yes.,Contradicted,0.08289053682876897
38329461,syrian president bashar al-assad has urged the syrian government to end a ``humanitarian pause''in aleppo.,TConvS2S,no.,yes.,Contradicted,0.0579800525002544
39705629,brighton & hove albion defender sid sidwell has signed a new three-year contract with the championship club.,TranS2S,no.,yes,Contradicted,0.03817306945803752
35733710,ayr united moved to within a point of scottish league one play-off places with victory over bottom side ayr united.,TranS2S,no,yes,Contradicted,0.0648078769591442
26952321,"stephen paul copoc, a member of the family of stephen paul paul, travelled by car with friends and friends, who all survived.",BERTS2S,no.,yes.,Contradicted,0.0552170014962666
28309684,tom owens scored two tries as warrington fought back to beat widnes vikings in super league.,BERTS2S,yes.,yes.,Unsupported,0.02479122237384571
26668081,a dog that was shot in the leg by a dog in fife has been named as shot one-year-old.,TConvS2S,no.,no,Unsupported,0.06966463352242012
32221351,"a bar in county londonderry has been fined £2, 000 after the death of its owner, who was found dead at the weekend.",BERTS2S,no.,yes,Contradicted,0.07696125812347947
36258221,a woman has been sentenced to six years in prison for sex offences against a woman and a woman.,PtGen,no,no,Unsupported,0.21291228619240427
37949101,a homeless man has been banned from driving for three years after he drove away from a pub in dumfries.,BERTS2S,no.,yes,Contradicted,0.16646524168556714
27493801,northern ireland's councils have voted to reject the government's plans for a new community in northern ireland.,TranS2S,yes.,no.,Entailed,0.15009537178929738
38595401,redruth head coach marek churcher says his side are capable of reaching the top of the table with a 2-0 win at home to plymouth.,TConvS2S,no.,yes,Contradicted,0.05889310547086915
36960270,manchester united's wayne rooney will make his first appearance in the united states next month.,TConvS2S,no.,yes,Contradicted,0.05608654274486039
39553812,mae 'r pleidleisio yng nghymru wedi cadarnhau eu bod yng nghymru y,BERTS2S,no.,no.,Unsupported,0.04419513229657045
37276607,glamorgan moved to within two points of glamorgan at the top of the one-day cup with a century victory over glamorgan.,TConvS2S,no.,no.,Unsupported,0.060644012235704585
36987557,a human limb has been found in a park in bristol.,BERTS2S,no.,yes,Contradicted,0.11896734325036051
34769201,"the world's most deadly drug lord, the world's most deadly drug crash in the mediterranean sea, is one of the most survivors of the world war.",PtGen,no.,no.,Unsupported,0.07117752823912599
33210810,a man has died following a two-vehicle crash on the a9 between dumfries and galloway.,TranS2S,no,no,Unsupported,0.10539922456186433
38329319,"a cat has died after being hit by a charity by a group of men, it has emerged.",PtGen,no.,yes,Contradicted,0.08469065618478049
38620027,ghana stunned egypt 1-0 in their final africa cup of nations qualifier on sunday as they beat uganda 1-0 in the final round of euro 2017.,PtGen,yes.,yes,Unsupported,0.034893010222154484
37902151,"a decision has been made to close a well-loved and historic historic barracks in pembrokeshire, the defence secretary has said.",PtGen,no.,yes.,Contradicted,0.26214245869880437
35794194,the head of lebanon's education department has warned that international efforts to tackle the migrant crisis could lead to the end of education in the future.,BERTS2S,no.,yes.,Contradicted,0.0740129186250794
39062234,the parents of a terminally ill five-year-old in the uk have said they are ``overwhelmed''by the treatment of a terminally ill baby.,TConvS2S,yes.,yes.,Unsupported,0.10705902083552724
36790360,former england under-21 world champion shaun mckenzie will fight for the vacant wbc world title at york's alexandra palace on 29 april.,BERTS2S,no.,no,Unsupported,0.04428153526476906
34696683,"the town of skegness has said it is "" heartbroken "" after two floodlights were stolen from a church.",TranS2S,no.,yes,Contradicted,0.056858616769918005
33210810,a man has been taken to hospital after being hit by a car in aberdeenshire.,TConvS2S,no,yes.,Contradicted,0.15607449166991075
38048733,us president-elect donald trump has announced that us president donald trump will be the next president of the white house.,TConvS2S,no.,yes.,Contradicted,0.07386850321996727
35412241,"a # 1m training site has been severely damaged by flooding in leeds, the company has said. is the best part of the super league season.",PtGen,no.,yes,Contradicted,0.039078317712849225
38016892,rory mcilroy missed the cut at the dubai desert classic as world number one rory mcilroy missed the cut.,BERTS2S,no.,yes,Contradicted,0.03258744703631306
37201780,three people have been arrested on suspicion of murder after a man died following a head-on crash in south yorkshire.,TranS2S,no,no,Unsupported,0.21732373137271177
31091373,a schoolboy from west lothian who was diagnosed with cancer has died from his cancer.,BERTS2S,no.,yes.,Contradicted,0.11643866503524561
39255356,beauty and the beast is to be removed from malaysia's lpga film after the film's release for a screening screening of the beast.,TranS2S,no.,yes.,Contradicted,0.06392786120670757
37895159,"bournemouth manager eddie howe says his side's "" lack of confidence "" in their bid to win a top-six premier league away from premier league relegation",TranS2S,no.,yes,Contradicted,0.03530431798508576
35243864,"the oldest image of the oldest image of children dressed in the street in liverpool, has been unveiled in liverpool.",PtGen,no.,no.,Unsupported,0.04649737707355894
28360838,"bolivia's parliament has approved a law banning child labour in the country's capital, la paz.",BERTS2S,no.,no,Unsupported,0.15290634220138646
32926574,imax's shares rose 5% on reports that it has filed for listing its shares in china and hong kong.,TranS2S,no.,no,Unsupported,0.06818389573052552
38973171,danny nesbitt's resignation as ulster unionist party leaders have said they are ``very confident''ulster unionist leader.,PtGen,no.,yes.,Contradicted,0.028423276483775694
34802406,"young girls in scotland are more likely to be linked to violent crime, according to a new study.",TConvS2S,no.,yes.,Contradicted,0.13868003060186918
31111562,a huge billboard in a county londonderry park has been marked by a huge crowd of people.,BERTS2S,no.,yes.,Contradicted,0.08737902619542039
36824899,"it is a sheep, a sheep, a sheep, a sheep, a sheep and a sheep.",TConvS2S,no.,no.,Unsupported,0.1527570924892777
28783667,"luis suarez's four-month ban for biting a spanish footballer has been extended to four months, the court of arbitration for sport has confirmed.",BERTS2S,no.,yes.,Contradicted,0.07576808441001909
32185834,a kenyan woman has described how she escaped from the ground where she was hiding in a wardrobe in the north-eastern city of chernobyl.,TranS2S,no.,yes,Contradicted,0.08452540617641245
38713957,"one of australia's most famous oldman, walter, has been destroyed in a fire in australia.",TConvS2S,no.,yes,Contradicted,0.021835487843993816
40679217,two senior councillors at aberdeenshire council are to leave the authority.,BERTS2S,no.,yes,Contradicted,0.04882409929541996
34475490,"the former captain of the county antrim football team has appeared in court charged with stealing more than £50, 000.",BERTS2S,no,yes.,Contradicted,0.09615470492184709
37092547,"you're not afraid to think you're going on the table,  says laura trott and laura trott.",TranS2S,yes.,no.,Entailed,0.0648078769591442
36462386,a farmer who built a mock-tudor castle without planning permission is to return to his home after more than four years.,TranS2S,yes.,yes.,Unsupported,0.07415761636715959
27387425,china has accused the us of a stand-off with an oil rig in the disputed waters of the south china sea.,PtGen,yes.,yes.,Unsupported,0.12763332812168127
33055691,"three teenagers have been arrested on suspicion of syria-related terrorism offences, police have said.",TConvS2S,no.,yes,Contradicted,0.1946175847006613
39270960,the liberal democrats have said they are ready to dig a ``false''summer drinks 'gathering in the house of lords.,PtGen,no.,yes.,Contradicted,0.04300304400414736
39938984,gosden [UNK] won the dante stakes at newbury for the first time since returning to the oaks at newbury.,PtGen,no.,yes,Contradicted,0.039384812757335554
36307661,"the nhs in england could be reshaping its support staff to cope with a shortage of doctors, experts have said.",BERTS2S,no.,no,Unsupported,0.07924933558859634
28713677,a man is in a critical condition in hospital after being hit by a burst water in the east of england.,TConvS2S,no.,yes.,Contradicted,0.10895755513728819
33517280,men and women have been charged in connection with a protest against a planned airport airport in the republic of ireland.,PtGen,no.,no,Unsupported,0.15009537178929738
30216408,"the number of children using tablet computers in schools is rising, according to research from the university of cambridge.",BERTS2S,no.,yes.,Contradicted,0.1704128511301867
38946148,"mauricio pochettino says he is "" sad "" not ready to fight for the premier league title again after his side's 2-1",TranS2S,no.,no,Unsupported,0.03195714875455821
35412241,leeds rhinos have been given # 1m to help save the grade ii-listed lido in leeds.,TConvS2S,no.,yes,Contradicted,0.015789067639311205
37551923,a row has broken out over the government's plans to introduce a tax on the isle of wight.,TranS2S,yes.,yes.,Unsupported,0.06885301595819927
35764147,former world champion williamson norfolk says she is ``lucky to be alive''after suffering a serious neck injury in a motorbike crash.,TConvS2S,yes.,yes.,Unsupported,0.045598036390537236
36958859,league two side wycombe wanderers have signed torquay united midfielder angus macdonald on a two-year deal.,BERTS2S,no,yes,Contradicted,0.07272327822698031
33627800,liverpool have signed striker christian benteke from aston villa for £12m.,BERTS2S,no.,no.,Unsupported,0.038623041521297245
34578307,"one of india's most iconic artists, singapore item, has been stolen from a temple in the indian capital, delhi.",TConvS2S,yes.,yes,Unsupported,0.042919135652250404
34769201,"weekend rebels is one of the world's most wanted drug traffickers, who has died at the age of 82.",TConvS2S,no.,no.,Unsupported,0.05248301817727987
34802406,"young people in edinburgh are more likely to be living in violent crime than girls, according to new research.",TranS2S,no.,yes.,Contradicted,0.08980126202879174
38097669,scotland's hopes of reaching the cyprus cup quarter-finals with a hard-fought win over georgia in the first test in perth.,PtGen,yes.,yes.,Unsupported,0.07503176288240997
38168461,a soldier has been found guilty of the manslaughter of a soldier who was attacked in a bar in cardiff.,PtGen,no.,no,Unsupported,0.23201865524727103
30891145,a british jihadist who travelled to syria to join so-called islamic state (is) in syria has been captured by the so-called islamic state (is).,TConvS2S,no.,no.,Unsupported,0.09503446867784349
36486846,rangers have appointed ex-rangers boss walter smith as first-team coach.,TranS2S,no.,no,Unsupported,0.030792973442903954
39270960,former lib dem leader nick clegg has urged the lib dems to ``guarantee''the government's future in the house of lords.,TConvS2S,no.,yes,Contradicted,0.02435924695002104
19330169,"us tv star rosie o 'donnell has said she is "" lucky to be alive "" after having a heart attack in her new home.",BERTS2S,no.,yes,Contradicted,0.0344192036405134
35266927,"a sinn fein mla has said he is "" totally disrespectful "" over comments he made about a dup mla on twitter.",TranS2S,no.,yes,Contradicted,0.02915420128954092
40062271,a former labour councillor has denied possessing indecent images of a child.,BERTS2S,no.,no,Unsupported,0.0915724332177762
39540625,derek mcinnes believes rangers can win the scottish cup again this season.,TranS2S,yes.,yes.,Unsupported,0.023888096464365276
